copium,ground_density,moist,reflectivity,silicon_rate,oxygen_rate,iron_rate,aluminium_rate,magnesium_rate,undetectable
0,1.9841114621547975,0.025178154534113782,0.10332866629972726,0.07432627921127077,0.0022514817993204337,0.5281718037584423,0.26341281126005034,0.10221430851062055,0.029623315460295663
0,0.8973005791576272,0.2013786556249472,0.3767468055082995,0.15289833091288252,0.02995680869305115,0.5102064017904017,0.1518655270008088,0.07309805482810038,0.08197487677475546
0,1.817412662769744,0.14497153625870232,0.28719131507074874,0.19841995377961694,0.015935342984974326,0.07785238174767313,0.47774821317032057,0.16467121149900033,0.06537289681841474
0,1.5071872230327734,0.24408638079806813,0.15747095824936222,0.10525016361786195,0.000357157472249362,0.4048884208324224,0.3936369513837298,0.08386417120194103,0.012003135491795438
1,2.4271742146765574,0.010708555915518291,0.30827802913588037,0.1901843491430048,0.022729945625970676,0.5807922803467409,0.07164911646942972,0.12149071968668454,0.013153588728169215
0,1.1883521151729608,0.06737888037949093,0.3995104347232458,0.051271366341654065,0.06865402174193751,0.43884655872716666,0.17419550605779793,0.2109737284416657,0.05605881868977827
0,2.471787714433294,0.15575053502047875,0.1760594087695907,0.20767836888464725,0.04601885727069698,0.3803328902973174,0.14466167612138556,0.14566293510048983,0.07564527232546288
0,1.376631389241314,0.07971152870853344,0.3035242149065505,0.11059099575982187,0.022331870717565514,0.6080886909176472,0.21922855992131285,0.01854210801734753,0.02121777466630515
0,1.8094213836797115,0.028859139863645543,0.17063876055601068,0.20714182458473562,0.034302397210269224,0.220384108161818,0.44038737418523427,0.016600634805369788,0.08118366105257317
1,1.901309641527798,0.11515526711672713,0.5755981740405829,0.08225146112168202,0.00957395505748059,0.25026026887048913,0.5778585845528464,0.06634558850276887,0.013710141894733041
0,0.7712808914496319,0.032283535157629835,0.5625878010495724,0.031306395252523884,0.025456138236967515,0.6141820241436907,0.1809871483190232,0.11538985691875153,0.032678437129043114
1,1.0323859075996096,0.06815107156439744,0.20487694450986024,0.16103285158248545,0.07101172246132476,0.5321373780167743,0.035243466521428526,0.11718301480186497,0.08339156661612211
0,1.658461385411679,0.0349766306550046,0.32333518653374554,0.1641826833553733,0.033822702499307994,0.45157615164943504,0.05224897245775045,0.2505310563681965,0.047638433669936746
0,1.6314173098907898,0.036580880928705484,0.292949721965086,0.04532044944264565,0.012206241891981197,0.5223294676234191,0.23064563415128683,0.13402830866779927,0.055469898222867825
0,1.6547398895585772,0.00204975098480491,0.2721275188784615,0.14174570836326691,0.028164968335213918,0.4471967410440109,0.19082597619140632,0.17365268815176774,0.018413917914334207
0,1.2488232686063134,0.25630640704523483,0.3778757971045146,0.19371152284337206,0.050337464876763695,0.15110729402711928,0.3953062519627351,0.17232481720885892,0.03721264908115094
0,1.6790139600750607,0.25012410745467045,0.020809092195547562,0.03934580786015202,0.08021029431454577,0.5669792997995176,0.15871119303435888,0.07081727638579709,0.08393612860562862
0,1.1980235025468173,0.2811976974218529,0.49583408647283916,0.04687469906579648,0.05892948710061927,0.3881242380309111,0.2226133559660984,0.18563134404363704,0.09782687579293771
1,2.1834731110000414,0.1594679373134741,0.16374023016354083,0.02660323428406441,0.03162321893689213,0.5500391704495036,0.33242517447539155,0.01955742985847584,0.03975177199567263
0,1.159523951087678,0.10407802705270393,0.1981244671983927,0.02788100953248663,0.04459520756516108,0.427755212819743,0.4095907499799812,0.020865065658027804,0.0693127544446005
0,1.3578990427413766,0.29546611454258864,0.15659103409336247,0.14969899484879776,0.046347335805540534,0.48101740629209166,0.15162860854602855,0.11399733561132472,0.05731031889621667
1,2.0277188704682354,0.04689081296901893,0.5068255855981376,0.22652227268390931,0.04315169530252699,0.11753959761735074,0.5499857052190159,0.03311800237104629,0.02968272680615076
0,1.3719966211505827,0.24610250466065176,0.23463872491731583,0.15004340195009674,0.024438289053699155,0.12379798252465893,0.501611636488708,0.18925924547156123,0.010849444511275999
0,0.8397558228288201,0.026153650380622062,0.4470482010519931,0.12988022842163202,0.04743655444760006,0.4340565683801314,0.24253508021468412,0.12316327056519136,0.02292829797076099
0,0.7110841645240711,0.08708865880877036,0.37581384997227874,0.016698729845032848,0.0557202873529735,0.5707246049704755,0.28992788911864675,0.029158451281603177,0.037770037431268284
0,1.924605869152244,0.17556951603822393,0.5733953255952078,0.19765988718278849,0.05352760736872625,0.2918941469320344,0.3566188387361055,0.05165305979352886,0.048646459986816465
0,1.3175251386296112,0.07103558629841306,0.0803797960406402,0.15690069883755725,0.005767462185178115,0.1479807537696208,0.4026763764919904,0.2256552566502683,0.061019452065385234
0,1.5844650220346406,0.2795825659655426,0.430939214424667,0.12996323539362228,0.04699026663346546,0.25915261256223704,0.43606474516330995,0.04208829206818072,0.08574084817918452
0,1.4201615960084928,0.2734905567354522,0.23370228297752313,0.0850382145292474,0.009411978406376344,0.4738218424847202,0.23078862716149526,0.10687945489438591,0.09405988252377478
0,0.9400946409653279,0.07661536157741393,0.061329095430964896,0.05679743652269393,0.007545962414746216,0.5451357025536422,0.24831989145443548,0.13162779632929578,0.010573210725186313
0,1.1169201991955855,0.21961922824709176,0.35618286057316795,0.08682827324897427,0.01528590606907478,0.4838463944624,0.26835263760894573,0.08352385445960873,0.062162934150996475
0,0.7686557848919046,0.14093445588586415,0.3145536178916957,0.0362631655884525,0.03051095809183303,0.7769694989999615,0.07379932320501517,0.0726103288824837,0.009846725232254053
0,1.467657431422356,0.2240947673820194,0.2775633285356862,0.17312134981923302,0.05089709080834584,0.2296957318637077,0.2952882647861643,0.1842949507124145,0.06670261201013455
0,0.580896086317786,0.2055213697876199,0.584204127983771,0.1537995478020382,0.08416047544853836,0.3810701600445686,0.21414367289057595,0.07575106324544899,0.09107508056882993
0,1.9114742887673892,0.06111484748500433,0.3522227645749044,0.10469213503247057,0.050498155480811116,0.28547885748240126,0.41469694686866976,0.11630554444173029,0.0283283606939171
0,1.7426951432238078,0.10590901005099905,0.30880105485732573,0.18304583862424129,0.057863429026836,0.1292312957231975,0.4420289834754062,0.1445491124726788,0.04328134067764022
0,1.2961647419015567,0.17889703219897085,0.07341039313150839,0.22984809422365501,0.019176961923902686,0.11546784321785598,0.41364409335004493,0.1985580566072205,0.023304950677321013
